path,line,marker,classification,reason,excerpt
tests/server.py,223,TODO,defer,test debt cleanup,# TODO This should ensure that the IProducer is an IPushProducer or
tests/server.py,248,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
tests/server.py,251,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
tests/server.py,493,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
tests/server.py,521,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
tests/server.py,524,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
tests/storage/test_appservice.py,66,TODO,defer,test debt cleanup,# TODO: suboptimal that we need to create files for tests!
tests/storage/test_monthly_active_users.py,80,XXX,defer,test debt cleanup,# XXX why are we doing this here? this function is only run at startup
tests/storage/test_monthly_active_users.py,107,XXX,defer,test debt cleanup,# XXX some of this is redundant. poking things into the config shouldn't
tests/storage/test_registration.py,39,TODO,defer,test debt cleanup,"# TODO(paul): Surely this field should be 'user_id', not 'name'"
tests/storage/test_room_search.py,247,TODO,defer,test debt cleanup,# TODO Test non-ASCII cases.
tests/storage/test_state.py,601,XXX,defer,test debt cleanup,"self.assertNotIn(event3.event_id, result)  # XXX"
tests/storage/test_user_directory.py,293,HACK,defer,test debt cleanup,# HACK: get the user into these rooms
tests/util/test_check_dependencies.py,38,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
tests/util/test_check_dependencies.py,41,NotImplementedError,intentional,abstract/interface placeholder or guarded exceptional path,raise NotImplementedError()
tests/utils.py,236,TODO,defer,test debt cleanup,# TODO: Make this generic over a ParamSpec?
